2821<>2013/05/10 00:35:00<>SAO06260<>ENTER禊・監視<>まようｗ<>10GjBhJryIBlU<>118.152.82.147<>kyoryoku<>86261904<><><>1<>
2822<>2013/05/10 00:35:16<>NAD08121<>人参<>どうするｗｗｗ<>ni8IJwa5gN4Oo<>126.213.12.7<>kyoryoku<>74607663<><><>1<>
2823<>2013/05/10 01:25:57<>NAD08121<>人参<>では作らせてもらいます<>ni8IJwa5gN4Oo<>126.213.12.7<>kyoryoku<>74607663<><><>1<>
2824<>2013/05/10 01:26:11<>SAO06260<>ENTER禊・監視<>http://www53.atwiki.jp/dmsuishinparty/pages/134.html<>10GjBhJryIBlU<>118.152.82.147<>kyoryoku<>86261904<><><>1<>
2825<>2013/05/10 01:27:16<>NAD08121<>人参<>ありがとうございます<>ni8IJwa5gN4Oo<>126.213.12.7<>kyoryoku<>74607663<><><>1<>
2826<>2013/05/10 01:27:31<>NAD08121<>人参<>コピーしました<>ni8IJwa5gN4Oo<>126.213.12.7<>kyoryoku<>74607663<><><>1<>
2827<>2013/05/10 01:28:01<>SAO06260<>ENTER禊・監視<>削除完了<>10GjBhJryIBlU<>118.152.82.147<>kyoryoku<>86261904<><><>1<>
2828<>2013/05/10 01:28:51<>NAD08121<>人参<>では、これで頑張ってみます<>ni8IJwa5gN4Oo<>126.213.12.7<>kyoryoku<>74607663<><><>1<>
2829<>2013/05/10 01:29:17<>SAO06260<>ENTER禊・監視<>はい　頑張ってください　使い方は大丈夫ですよね？？<>10GjBhJryIBlU<>118.152.82.147<>kyoryoku<>86261904<><><>1<>
2830<>2013/05/10 01:29:47<>NAD08121<>人参<>だいじょうぶです<>ni8IJwa5gN4Oo<>126.213.12.7<>kyoryoku<>74607663<><><>1<>
2831<>2013/05/10 01:30:11<>NAD08121<>人参<>ではおやすみなさい(｀・ω・´)ノシ<>ni8IJwa5gN4Oo<>126.213.12.7<>kyoryoku<>74607663<><><>1<>
2832<>2013/05/10 01:31:08<>SAO06260<>ENTER禊・監視<>例の呪文2種は絶対にマナに置かずに手札に取っておくこと、ジェニーは4マナだからゴーストタッチ来ない限り大丈夫<>10GjBhJryIBlU<>118.152.82.147<>kyoryoku<>86261904<><><>1<>
2833<>2013/05/10 01:31:16<>SAO06260<>ENTER禊・監視<>はい　ノシです<>10GjBhJryIBlU<>118.152.82.147<>kyoryoku<>86261904<><><>1<>
2834<>2013/05/10 01:31:47<>NAD08121<>人参<>わかりました<>ni8IJwa5gN4Oo<>126.213.12.7<>kyoryoku<>74607663<><><>1<>
2835<>2013/05/10 01:39:43<>SAO06260<>ENTER禊・監視<>・・・寝ないの？？<>10GjBhJryIBlU<>118.152.82.147<>kyoryoku<>86261904<><><>1<>
2836<>2013/05/10 01:40:58<>NAD08121<>人参<>いや、まだまだ寝ないよ<>ni8IJwa5gN4Oo<>126.213.12.7<>kyoryoku<>74607663<><><>1<>
2837<>2013/05/10 01:41:19<>NAD08121<>人参<>デッキ作ろうかなと思って<>ni8IJwa5gN4Oo<>126.213.12.7<>kyoryoku<>74607663<><><>1<>
